text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
"In fact, the Guardian obtained the embassy’s logs in May, and has never made any mention of either Manafort or “Russians” being identified in them. It did not refer to the logs in its latest story.",0,0,1,0,0,0,0,0
The problem with this latest fabrication is that [Ecuador’s President] Moreno had already released the visitor logs to the Mueller inquiry.,1,0,0,0,0,0,0,0
Neither Manafort nor these “Russians” are in the visitor logs … What possible motive would the Ecuadorean government have for facilitating secret unrecorded visits by Paul Manafort?,1,0,0,0,0,0,0,0
"No fact-checking It is worth noting it should be vitally important for a serious publication like the Guardian to ensure its claims are unassailably true – both because Assange’s personal fate rests on their veracity, and because, even more importantly, a fundamental right, the freedom of the press, is at stake.",0,0,1,0,0,0,0,0
"Given this, one would have expected the Guardian’s editors to have insisted on the most stringent checks imaginable before going to press with Harding’s story.",0,1,0,0,0,0,0,0
"Given this, one would have expected the Guardian’s editors to have insisted on the most stringent checks imaginable before going to press with Harding’s story. At a very minimum, they should have sought out a response from Assange and Manafort before publication. Neither precaution was taken.",0,0,1,0,0,0,0,0
"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication. In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated.",0,0,0,0,0,0,0,0
"And yet this piece seems to have been casually waved through, given a green light even though its profound shortcomings were evident to a range of well-placed analysts and journalists from the outset.",0,0,1,0,0,0,0,0
"It appears the Guardian has simply taken this story, provided by spooks, at face value.",1,0,0,0,0,0,0,0
"Despite all this, even analysts critical of the Guardian’s behaviour have shown a glaring failure to understand that its latest coverage represents not an aberration by the paper but decisively fits with a pattern.",0,0,1,0,0,0,0,0
"Glenn Greenwald, who once had an influential column in the Guardian until an apparent, though unacknowledged, falling out with his employer over the Edward Snowden revelations, wrote a series of baffling observations about the Guardian’s latest story.",0,0,0,0,0,0,0,0
"First, he suggested it was simply evidence of the Guardian’s long-standing (and well-documented) hostility towards Assange.",1,0,0,0,0,0,0,0
It was also apparently evidence of the paper’s clickbait tendencies:,0,0,1,0,0,0,0,0
"“They [Guardian editors] knew that publishing this story would cause partisan warriors to excitedly spread the story, and that cable news outlets would hyperventilate over it, and that they’d reap the rewards regardless of whether the story turned out to be true or false.",1,0,1,0,0,0,0,0
"But the skepticism over this story is very widespread, including among Assange's most devoted haters, because it's so sketchy.",1,0,0,0,0,0,0,0
"Rather than being the reason for the Guardian violating basic journalistic standards and ethics, the paper’s hatred of Assange is a symptom of a deeper malaise in the Guardian and the wider corporate media.",1,0,1,0,0,0,0,0
"It has been at the forefront of the relentless, and unhinged, attacks on Labour leader Jeremy Corbyn for prioritising the rights of Palestinians over Israel’s right to continue its belligerent occupation.",1,0,0,0,0,0,0,0
"Even aside from its decade-long campaign against Assange, the Guardian is far from “solid and reliable”, as Greenwald claims. It has been at the forefront of the relentless, and unhinged, attacks on Labour leader Jeremy Corbyn for prioritising the rights of Palestinians over Israel’s right to continue its belligerent occupation. Over the past three years, the Guardian has injected credibility into the Israel lobby’s desperate efforts to tar Corbyn as an anti-semite.",0,0,1,0,0,0,0,0
"Similarly, the Guardian worked tirelessly to promote Clinton and undermine Sanders in the 2016 Democratic nomination process – another reason the paper has been so assiduous in promoting the idea that Assange, aided by Russia, was determined to promote Trump over Clinton for the presidency.",0,0,1,0,0,0,0,0
"The Guardian’s coverage of Latin America, especially of populist leftwing governments that have rebelled against traditional and oppressive US hegemony in the region, has long grated with analysts and experts.",1,0,0,0,0,0,0,0
"The Guardian’s coverage of Latin America, especially of populist leftwing governments that have rebelled against traditional and oppressive US hegemony in the region, has long grated with analysts and experts. Its especial venom has been reserved for leftwing figures like Venezuela’s Hugo Chavez, democratically elected but official enemies of the US, rather than the region’s rightwing authoritarians beloved of Washington.",0,0,1,0,0,0,0,0
"The Guardian has been vocal in the so-called “fake news” hysteria, decrying the influence of social media, the only place where leftwing dissidents have managed to find a small foothold to promote their politics and counter the corporate media narrative.",1,0,1,0,0,0,0,0
"Equally, the Guardian has made clear who its true heroes are.",1,0,0,0,0,0,0,0
"Certainly not Corbyn or Assange, who threaten to disrupt the entrenched neoliberal order that is hurtling us towards climate breakdown and economic collapse.",1,0,0,0,0,0,0,0
"Equally, the Guardian has made clear who its true heroes are. Certainly not Corbyn or Assange, who threaten to disrupt the entrenched neoliberal order that is hurtling us towards climate breakdown and economic collapse. Its pages, however, are readily available to the latest effort to prop up the status quo from Tony Blair, the man who led Britain, on false pretences, into the largest crime against humanity in living memory – the attack on Iraq.",0,0,1,0,0,0,0,0
"That “humanitarian intervention” cost the lives of many hundreds of thousands of Iraqis and created a vacuum that destabilised much of the Middle East, sucked in Islamic jihadists like al-Qaeda and ISIS, and contributed to the migrant crisis in Europe that has fuelled the resurgence of the far-right.",1,0,0,0,0,0,0,0
None of that is discussed in the Guardian or considered grounds for disqualifying Blair as an arbiter of what is good for Britain and the world’s future.,1,0,0,0,0,0,0,0
"That “humanitarian intervention” cost the lives of many hundreds of thousands of Iraqis and created a vacuum that destabilised much of the Middle East, sucked in Islamic jihadists like al-Qaeda and ISIS, and contributed to the migrant crisis in Europe that has fuelled the resurgence of the far-right. None of that is discussed in the Guardian or considered grounds for disqualifying Blair as an arbiter of what is good for Britain and the world’s future.",0,0,1,0,0,0,0,0
"The Guardian also has an especial soft spot for blogger Elliot Higgins, who, aided by the Guardian, has shot to unlikely prominence as a self-styled “weapons expert”.",1,0,0,0,0,0,0,0
"The Guardian also has an especial soft spot for blogger Elliot Higgins, who, aided by the Guardian, has shot to unlikely prominence as a self-styled “weapons expert”. Like Luke Harding, Higgins invariably seems ready to echo whatever the British and American security services need verifying “independently”.",0,0,1,0,0,0,0,0
"Improbably, the Guardian has adopted Higgins as the poster-boy for a supposed citizen journalism it has sought to undermine as “fake news” whenever it occurs on social media without the endorsement of state-backed organisations.",1,0,1,0,0,0,0,0
"The truth is that the Guardian has not erred in this latest story attacking Assange, or in its much longer-running campaign to vilify him.",0,0,0,0,0,0,0,0
"The truth is that the Guardian has not erred in this latest story attacking Assange, or in its much longer-running campaign to vilify him. With this story, it has done what it regularly does when supposedly vital western foreign policy interests are at stake – it simply regurgitates an elite-serving, western narrative.",0,0,1,0,0,0,0,0
The Guardian did not make a mistake in vilifying Assange without a shred of evidence.,0,0,0,0,0,0,0,1
The Guardian did not make a mistake in vilifying Assange without a shred of evidence. It did what it is designed to do.,0,0,0,0,0,0,0,0
"UPDATE: Excellent background from investigative journalist Gareth Porter, published shortly before Harding’s story, explains why the Guardian’s hit-piece is so important for those who want Assange out of the embassy and behind bars.",1,0,0,0,0,0,0,0
The propaganda function of the piece is patent.,0,0,1,0,0,0,0,0
"Using any despicable tactic at hand to derail Judge Brett Kavanaugh’s Supreme Court confirmation less than a week before the Senate Judiciary Committee is scheduled to vote on whether to approve his nomination, Senate Democrats have sunk to their lowest level of character assassination yet.",0,0,0,0,0,0,0,1
"Judge Kavanaugh issued a statement on Friday in which he said, ""I categorically and unequivocally deny this allegation.",0,0,0,0,0,0,0,0
"Nevertheless, Senator Feinstein evidently bowed to pressure from her leftist colleagues to find a way to insert the allegation into the cesspool of public gossip at the eleventh hour.",1,0,0,0,0,0,0,0
"How convenient, coming just 4 days before the scheduled Senate Judiciary Committee vote!",0,0,0,0,0,0,0,0
"Christine Blasey Ford claims, according to the Washington Post article, that “one summer in the early 1980s, Kavanaugh and a friend — both ‘stumbling drunk,’ Ford alleges — corralled her into a bedroom during a gathering of teenagers at a house in Montgomery County.",0,0,0,0,0,0,0,0
Feminists gave the serial sexual predator Bill Clinton a free pass because his policies were in line with their ideology.,1,0,0,0,0,0,0,0
"Senator Feinstein called Ted “Chappaquiddick” Kennedy an ""inspiration and a friend,"" presumably also based on their compatible ideologies.",1,0,0,0,0,0,0,0
"Hypocritically exploiting an unsubstantiated allegation of decades-old purported teenage sexual mischief, Democrats seeking to torpedo Judge Kavanaugh’s Supreme Court confirmation for ideological reasons have debased themselves with a shameless smear campaign against an eminently qualified candidate for the Supreme Court.",0,0,0,0,0,0,0,0
The answer is that this is all a ruse to block Judge Kavanaugh's confirmation by all means necessary.,0,0,0,0,0,0,0,0
It is time for the Democrat obstructionists to slink back into their shadowy corner.,0,0,0,0,0,0,0,0
The Last-Minute Character Assassination of Judge Kavanaugh,0,0,0,0,0,0,0,1
"Most revealingly, the article reported on a gaping hole in the therapist’s notes, portions of which were provided by Ms.",0,0,0,0,0,0,0,0
The therapist’s notes “do not mention Kavanaugh’s name but say she reported that she was attacked by students ‘from an elitist boys’ school’ who went on to become ‘highly respected and high-ranking members of society in Washington.,1,0,0,0,0,0,0,0
"Ms. Ford may believe her story to be true, but the lack of any credible corroborating evidence, her partial memory of details surrounding the alleged incident, and the absence of any pattern of such sexual misconduct by Judge Kavanaugh undercut the reliability of her version of the incident.",0,0,1,0,0,0,0,0
"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect… Brett attended Georgetown Prep, an all-boys high school in Rockville, Maryland.",0,0,0,0,0,0,0,0
"Nevertheless, using their standard contemptible, obstructionist tactics, the Democrats opposed to Judge Kavanaugh happily seized on the unsubstantiated allegation of teen sexual misbehavior in high school to assassinate Judge Kavanaugh’s character.",0,0,0,0,0,0,0,1
"The whole sequence of events surrounding how this allegation has suddenly come to light reeks of a set-up, reminiscent of how Anita Hill surfaced in a last-minute attempt to derail Justice Clarence Thomas's Supreme Court confirmation.",0,0,0,0,0,0,0,0
"If a thorough investigation was considered to be so important, why didn't Senator Feinstein set the ball rolling back in July when she first received word of the allegation?",0,0,1,0,0,0,0,0
"Just a few days after the former NYC mayor and latest member of President Trump’s unexpectedly let it slip that “we got a president who is tough, who does not listen to the people who are naysayers, and a president who is committed to regime change [in Iran]”, the Washington Free Beacon has obtained a three-page white paper being circulated among National Security Council officials with drafted plans to spark regime change in Iran, following the US exit from the Obama-era nuclear deal and the re-imposition of tough sanctions aimed at toppling the Iranian regime.",1,0,0,0,0,0,0,0
"That will likely change, however.",0,0,1,0,0,0,0,0
"A second source tells The Beacon that the Trump administration recognizes that the “chief impediment to the region is Iran’s tyrannical regime.” “The problem is not the Iran nuclear deal it’s the Iranian regime,” said the source.",0,0,0,0,0,0,0,0
"“Absent a change in government within Iran, America will face a choice between accepting a nuclear-armed Iran or acting to destroy as much of this capability as possible.” That said, President Trump made clear earlier in the week that US officials must make efforts to differentiate between the people of Iran and its ruling regime.",0,0,0,1,0,0,0,0
"The indoctrination is getting so bad, that some parents are even concerned about liberal violence against those who reject the brainwashing.",0,0,0,0,0,0,0,1
"” But according to Natural News, it isn’t just the rampant violence worrying some parents.",0,0,0,0,0,0,0,0
"” Many parents are also disturbed by the social engineering, which amounts to brainwashing and indoctrination that goes on in a public school.",0,0,0,0,0,0,0,1
"And as schools continue to fail, and authoritarian policies continue to wreak havoc on our society, more will wake up to the absolute horror of what allowing the state to educate our children has done to the moral fabric of humanity.",0,0,0,0,0,0,1,0
Homeschooling Expands As Parents Seethe Over Liberal Social Engineering And Violence,0,0,0,0,0,0,0,0
Homeschooling rates are skyrocketing as parents are continually getting more and more upset at the leftist social engineering taking place in public schools.,1,0,0,0,0,0,0,0
"“When the Parkland shooting happened, our phone calls and emails exploded,” said coalition president Tim Lambert.",0,0,0,0,0,0,0,1
"Christopher Chin, head of Homeschool Louisiana, told The Times that parents are fed up with “the violence, the bullying, the unsafe environments.",0,0,0,0,0,0,0,0
"For example, a Minnesota public school is forcing Kindergarten students to study ‘white privilege’.",0,0,0,0,0,0,0,0
"Since teachers are not allowed to arm themselves to defend their students against the violence often perpetrated at schools simply because they are gun free zones, homeschooling takes care of that problem.",0,0,0,0,0,0,0,1
"“But when we ask families why do they homeschool, near the top nowadays is concern about the environment of schools, and that includes safety, pressure to get into drugs, pressure to get into sexual activity.",0,0,0,0,0,0,0,1
"Ray, who heads up the National Home Education Research Institute, in Salem, Oregon, who’s conducted homeschooling research for 33 years, told The Times that concern over school curriculum has reached the top of the charts for most parents.",0,0,0,0,0,0,0,1
Indoctrination means to teach a person to accept a belief uncritically.,0,0,0,0,0,0,0,1
It’s the very reason the governments of the world still exist.,0,0,0,0,0,0,0,0
Governments are nothing more than a handful of people and have no right to aggress against others.,0,1,0,0,0,0,0,0
But humans are taught at a young age to never question this and that belief has kept most of humanity enslaved for centuries.,0,0,0,0,0,0,0,0
“The insistence with which Francis defends Barros is mystifying.,0,0,0,0,0,0,0,0
"Barros was a student protégée of the charismatic homosexual/pederast predator Fernando Karadima, and went on to be ordained in 1984, made bishop in 1995 and appointed as bishop of the armed forces.",1,0,0,0,0,0,0,0
"Among the signs held by protesters in Chile last week were those reading, “Ni zurdos, ni tontos,” (Neither lefties nor stupid).",0,0,0,0,0,0,0,1
It’s all in the air.,0,1,0,0,0,0,0,0
"It is often forgotten that Bergoglio’s notorious comment “who am I to judge” was in response to a question on a plane-presser about Ricca, and was followed with a similar claim from Francis about there having been no proof of his misbehaviour.",0,0,0,0,0,0,0,0
"In the book, Colonna asks the question, “What happened to ‘Zero Tolerance’ for clerical sexual offenders?” He wrote that data presented by the Vatican the UN Human Rights Commission in January 2014 showed that Benedict XVI “had defrocked or suspended more than 800 priests for past sexual abuse between 2009 and 2012,” including the notorious Fr.",0,0,0,0,1,0,0,0
"Inzoli had even abused boys in the confessional, convincing them that the abuse was approved by God.",0,0,1,0,0,0,0,0
"But among secular reporters the sex abuse issue trumps all others and the fallout continues to blaze down on the Bergoglian pontificate in response to his amazing accusation earlier this month that victims of sexual abuse by clergy were engaging in “calumny,” in their accusations against a Chilean bishop, Juan de la Cruz Barros Madrid.",0,0,0,0,0,0,0,0
"It seems the shine is coming off the papal penny among leftist secular journalists, his natural constituency.",1,0,0,0,0,0,0,0
"When a “leftist” pope pressing a secularist agenda on the Church starts to lose the support of Michael Sean Winters and the National Catholic Reporter, he must know he’s in trouble.",1,0,0,0,0,0,0,0
"As she spoke to the pope, her voice cracked with nervousness at questioning the church’s top leader.",0,0,0,0,0,0,0,0
"The pope told the women, “The Church has lost its freedom, letting its head fill with politicians and accusing a bishop without having any proof, after twenty years of service, so think with your head.” He warned them not to allow themselves to be led by “leftists who have set up this thing.",0,0,0,0,0,0,0,0
"“The only charge against this bishop has been discredited by the Court of Justice, so please do not lose your serenity, you suffer, but because you are foolish...I am the first to judge and punish those accused of similar crimes, but in this case there is not even a proof.",0,0,0,0,0,0,0,0
"“Pope Francis fully recognizes the egregious failures of the Church and its clergy who abused children and the devastating impact those crimes have had on survivors and their loved ones,” O’Malley said.",0,0,0,0,0,0,0,0
"And this horrified me a lot, because I had received them.",0,0,0,0,0,0,0,0
"This is not, therefore, merely a matter of a bishop or colleague discovering the abuse after the fact, but of being a voyeuristic participant.",1,0,0,0,0,0,0,0
"” Note that date; 2011 was when the processes for investigating and trying priest-abusers, put in place by the former Cardinal Ratzinger, were still in effect, and while he was still sitting on the Petrine throne.",1,0,0,0,0,0,0,0
"Among the earliest indications Catholics had that the new pope had no intention of getting to the bottom of the priest-abuser problem was his appointment of the notorious homosexual, Monsignor Battista Ricca, as head of the Vatican Bank and the man in charge of his own residence, the Casa Santa Martha.",1,0,0,0,0,0,0,0
But even before this was the sinister appearance of Godfried Cardinal Danneels on the loggia on the night of Francis’s election to the papacy.,0,0,0,0,0,0,0,0
"Despite his claims that he punishes the guilty, it was in fact Francis who reversed the previous, Benedict-era sentence against the notorious Italian priest-pederast Mario Inzoli at the request of the now-equally notorious Cardinal Coccopalmerio.",1,0,0,0,0,0,0,0
"In fact, the chaos and lack of commitment on the issue has come under harsh criticism from at least one member of the pope’s now-defunct sex abuse commission, a loudly trumpeted part of Bergoglio’s early scheme of reform.",0,0,0,0,0,0,0,0
"“The reluctance of some in the Vatican Curia to implement recommendations or cooperate with the work of a commission when the purpose is to improve the safety of children and vulnerable adults around the world is unacceptable,” Collins wrote.",0,0,1,0,0,0,0,0
"The incident was brief: on the Thursday of the pope’s week-long South American trip, in response to an impromptu question tossed out by a Chilean reporter, the pope responded in what one reporter described as a “snippy tone”: “The day I see proof against Bishop Barros, then I will talk.",0,0,0,0,0,0,0,0
"This month has been quite a spectacle, even for this pontificate; an apparently unending stream of outrages and embarrassments, with the pope and his Vatican media support jumping from one scandal to the next.",0,0,0,0,0,0,0,0
I am gobsmacked that the pope twice declined to accept the bishop’s resignation.,0,0,0,0,0,0,0,0
"“I know the pain of these cases of child abuse and I am following how much is needed to overcome this serious and painful evil,” he said.",0,0,0,0,0,0,0,0
” He warned them not to allow themselves to be led by “leftists who have set up this thing.,1,0,0,0,0,0,0,0
Apparently His Holiness was informed that the “calumny” comment had caused some blow-back because a couple of days later we got something touted – though somewhat skeptically – as a “contrite” papal apology.,0,0,0,0,0,0,0,0
"Philip Pullela, a reporter on the plane for Reuters, described it as “an extremely rare act of self-criticism,” for the “unusually contrite” Bergoglio, and noted that, “While the pope has vowed ‘zero tolerance’ for sexual abuse, his efforts have sputtered.",1,0,0,0,0,0,0,0
"It was certainly never a secret that Errázuriz was a close, like-minded friend and collaborator of then-Cardinal Bergoglio, the kingpin of South American Catholicism.",1,0,0,0,0,0,0,0
Emails published in Chile in 2015 showed that Cardinal Errázuriz also blocked the appointment of Juan Carlos Cruz from the new child protection commission – a group plagued by such scandals and eventually ignored to death by Francis.,0,0,0,0,0,0,0,0
"As the pseudonymous Marcantonio Colonna wrote in the book, “The Dictator Pope,” “In fact his patronage of Monsignor Ricca fits the pattern which was well established when he was Archbishop of Buenos Aires, whereby he surrounds himself with morally weak people so as to have them under his thumb.",0,0,0,0,0,0,0,0
"Gallen Group, which he himself described as a “mafia,” who had worked against the election of Joseph Ratzinger in 2005 and to elect Bergoglio in 2013.",1,0,0,0,0,0,0,0
"This has been denied by Greg Burke, but given Francis’s usual methods, it’s anyone’s guess who in reality is actually dealing with these cases, if anyone.",0,0,1,0,0,0,0,0
As Pope Francis continues his five-year-long tirade against the imaginary Catholic Pharisees who defend the Church’s teaching on the indissolubility of marriage and the integrally related Eucharistic discipline—he is still at it as of yesterday (January 9)—he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment.,1,0,0,0,0,0,0,0
"If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?",0,0,1,0,0,0,0,0
"Apparently, they think they can fool us in the next phase of the program of moral subversion that this incredible Pope seriously expects us to believe is an imperative of “mercy”: the justification of contraception in “complex cases” to which “discernment” must be applied.",0,0,0,0,0,0,0,1
"Evidently, they do think we are fools or willing to play the fool in exchange for the benefits of respectable conformity in the midst of an unparalleled debacle for the Church.",0,0,0,0,0,0,0,1
But we are not fools.,0,0,0,0,0,0,0,1
"Apparently, They Think We are Fools",0,0,0,0,0,0,0,0
"As Pope Francis continues his five-year-long tirade against the imaginary Catholic Pharisees who defend the Church’s teaching on the indissolubility of marriage and the integrally related Eucharistic discipline—he is still at it as of yesterday (January 9)—he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment. Determined to quell any Catholic opposition to his moral subversion, Francis has slapped the label Authentic Magisterium® on his outrageous opinion that in “complex circumstances” wherein it is not “feasible” to live as brother and sister, two people who are not married can be admitted to Holy Communion without ceasing extra-marital sexual relations so long as they engage in an ill-defined “process of discernment.",0,0,0,0,0,0,0,0
Do they think we are fools? Then there is the endlessly double-talking Cardinal Müller.,0,0,0,0,0,0,0,0
"In a recent interview concerning Rocco Buttiglione’s verbal contortions aimed at demonstrating that the administration of Holy Communion to public adulterers is consistent with the Church’s bimillenial prohibition of precisely that, Müller proposed this preposterous “solution” to a “problem” that does not exist:",0,0,0,0,0,0,0,0
The Cardinal knows this is moral and canonical nonsense.,0,0,0,0,0,0,0,0
"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity.",0,0,0,1,0,0,0,0
"Cardinal Burke, whom Francis sacked as head of the Church’s highest tribunal because he was a major impediment to the conspiracy culminating in Amoris Laetitia (AL), has observed the obvious in this regard:",0,0,0,0,0,0,0,0
"If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question? The only case in which a priest could admit a person living in an irregular matrimonial union to receive the Sacraments of Penance and Holy Eucharist is the case of a couple who agree to live “as brother and sister”, that is to respect the marriage to which they are bound by not living in a marital way with another person.",0,0,0,0,0,0,0,0
"AL will doubtless be providing cover for a whole new line of Authentic Magisterium® products, all of which will be utter fakes, including some form of “pastoral integration” of homosexual unions. Evidently, they do think we are fools or willing to play the fool in exchange for the benefits of respectable conformity in the midst of an unparalleled debacle for the Church.",0,0,0,0,0,0,0,0
Silence at best is the price it must pay for remaining in good standing with the pro-homosexual bishop Francis has installed in San Diego.),0,0,1,0,0,0,0,0
But we are not fools. And God will not be mocked. Francis and all his designs will ultimately come to nothing.,0,0,0,0,0,0,0,0
"Chiodi’s sole “authority” for this lie from the pit of hell is nothing more than Chapter 8 of AL, the only document of its kind in the entire history of the Church.",0,0,0,0,0,0,0,0
"In the tragic comedy of denial that every Islamic terrorism investigation inevitably becomes, the authorities are still hunting around for his motiv Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.",0,1,0,0,0,0,0,0
"“One day, one of the killer's sisters pushed my sister down the stairs, and the next time she called her a dirty Jew,"" he described.",1,0,0,0,0,0,0,0
The 28-year-old Muslim man confessed to the killing and was heard shouting “Allahu Akbar” and calling Halimi “Satan” shortly before throwing her out the window of her three-story apartment.,1,0,0,0,0,0,0,1
"Sarah’s brother said that the killer called Sarah and her daughter, “dirty Jews”.",0,0,0,0,0,0,0,1
He allegedly assaulted the Jewish woman and hit her mercilessly.,0,0,0,0,0,0,0,0
"Many neighbours, woken by the old woman’s screams or the assaulter’s religious chanting, called the police Some gave details about the exact location of the assault, the attacker’s identity, the fact he vilified his victim as a Jewish person and as “a Satan” while hitting her, or even — as far as the Muslim neighbours were concerned — the Koranic portions he chanted.",0,0,0,0,0,0,0,1
Kobili isn't crazy.,0,0,0,0,0,0,0,0
Sure he was crazy.,0,0,0,0,0,0,0,0
France Gives Muslim Killer of Elderly Jewish Woman a Pass,1,0,0,0,0,0,0,0
Every other Muslim terrorist or killer in Europe has his actions blamed on mental illness or drug use.,0,1,0,0,0,0,0,0
Sarah Lucy Halimi was thrown out of the window of the third floor Paris apartment while she begged her Muslim killer to spare her life.,0,0,0,0,0,0,0,1
The 66-year-old director of an Orthodox Jewish nursery was woken from her sleep when she was violently beaten by her twenty something Muslim neighbor who then dragged her to the window.,0,0,0,0,0,0,0,0
This tired farce has dragged on.,0,0,0,0,0,0,0,0
Kobili Traore was hit with hate crimes charges.,0,0,0,0,0,0,0,0
The authorities allowed him to commit the crime.,0,0,0,0,1,0,0,0
Allahu Akbar usually means motive unknown.,0,0,0,0,0,0,0,0
The authorities stonewalled at every turn.,0,0,0,0,0,0,0,0
"In a commentary for the Charleston Gazette-Mail, White wrote that “the Bible in the schools program in Mercer County is being sustained on a foundation of lies.",0,0,0,0,0,0,0,0
"But the 7-year-old is also a huge fan of the weekly Bible course at Princeton Primary, his public elementary school.",0,0,0,0,0,0,0,0
“Any time God’s word can be proclaimed is beneficial and is a good thing.,1,0,0,0,0,0,0,0
Bypassing the class left her vulnerable to bullying.,0,0,0,1,0,0,0,0
"One day a student saw her daughter reading a “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this. You need to be reading the Bible.”",0,0,0,1,0,0,0,0
Deal said other students told her daughter that she was going to hell.,0,0,1,0,0,0,0,0
Deal said she joined the suit because she believes strongly in the separation of church and state.,0,0,0,0,0,0,0,0
“But to me this seems a pretty clear violation of the Constitution.,0,0,0,0,0,0,0,0
"“Lynne White You are not a Christian, a Christian is a person who strives to be more Christ like with everything they do and I do not believe Christ would be working to shut this program down or alter it to include your worldly views.",1,0,0,0,0,0,0,0
(Faber was nominated by President George H.W. Bush.),0,0,0,0,1,0,0,0
"our client is very, very flexible in terms of making sure that the content is in compliance with the law.",0,0,0,0,0,0,0,0
"According to Elliott, the Mercer program is “extremely rare” and there are only a handful of districts around the country with similar courses.",0,0,0,0,0,0,0,0
"9 percent of the people in the community want it, they need to remember that liberty of conscience is not up for a vote,” he said.",0,0,0,0,0,0,0,1
"Beneath a Chick-fil-A billboard in Princeton, another asks: “If you die tonight. Heaven or Hell?”",0,0,0,1,0,0,0,0
"Constantinople fell to the warriors of jihad on May 29, 1453.",1,0,0,0,0,0,0,0
"The public treasure has been consumed, private wealth has been destroyed, the temples have been stripped of gold, silver, jewels, the relics of the saints, and other most precious ornaments. Men have been butchered like cattle, women abducted, virgins ravished, and children snatched from the arms of their parents.",0,0,0,0,0,0,0,0
Don’t allow yourself to be fooled: arm yourself with the truth by preordering The History of Jihad From Muhammad to ISIS — click here to do so now.,0,0,1,0,0,0,0,0
"…sacked by the most inhuman barbarians and the most savage enemies of the Christian faith, by the fiercest of wild beasts.",0,0,0,0,0,0,0,0
"So much for the much-vaunted Islamic “tolerance” in Europe, the tales of which Islamic scholar Akbar Ahmed is using to fool gullible Westerners today, and soften their resistance to mass Muslim migration into Europe and North America.",1,0,0,0,0,0,0,0
"David Duke, the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully so.",1,0,1,0,0,0,0,0
"No, that’s Satan.",1,0,0,0,0,0,0,1
"’ You’re coming face to face with Satan, the Arch Deceiver, the enemy of God, and the enemy of the righteous.",1,0,0,0,0,0,0,1
"In June 2016, Zakkout clicked ‘like’ under someone else’s Facebook posting (on Zakkout’s personal Facebook page) of a grotesque cartoon containing a worried-looking religious Jew hiding behind an animated tree with a bearded man brandishing a rifle coming towards them.",0,0,0,0,0,0,0,0
"com, one referring to CNN news anchor Wolf Blitzer as a “Jewish Zionist Agent.” The fourth video was a news report featuring a clip of Duke being interviewed at a white nationalist rally held in Charlottesville, Virginia this past August.",1,0,0,0,0,0,0,0
The ADL described the video as “venomous.,0,0,0,0,0,0,0,0
"On the video, Farrakhan repeatedly refers to Jews as “Satan.",1,0,1,0,0,0,0,1
"You should learn to call them by their real name, ‘Satan.",1,0,0,0,0,0,0,1
"” The website which published the report and which Zakkout linked to is Mouqawamah Music, a site that openly calls for “Death to Israel” and labels the Jewish religion “wicked and filth-ridden.",1,0,0,0,0,0,0,1
"Above the picture of Eizenkot, Zakkout wrote in Arabic, “You’re a Jew, the grandson of a monkey and a pig.",1,0,0,0,0,0,0,0
"” This is one of many times Zakkout has referred to Jews as “monkeys and pigs.” In July 2014, Zakkout organized a pro-Hamas rally held outside the Israeli Consulate in downtown Miami.",1,0,0,0,0,0,0,0
"However, one individual who represents the Muslim community of South Florida, Sofian Zakkout, is enamored with Duke and has been promoting Duke’s bigoted work for many years.",0,0,0,0,0,0,0,0
"At this same rally, a white nationalist plowed his car into a group of people who were protesting the rally, killing one.",0,0,1,0,0,0,0,0
"David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ Above the posting, Zakkout wrote of Duke, “I respect him for his honesty!",1,0,0,0,0,0,0,0
"In October 2015, Zakkout posted to Facebook a Duke video, within which Duke makes the wild claim that there has been a “complete takeover of American foreign policy and… American politics by Jewish extremists.",1,0,0,0,0,0,0,0
