text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
"If the insane neoconservatives, such as Max Boot, William Kristol, and the rest of the neocon scum get their way, the US, the UK, and Europe will be a radioactive ruin for thousands of years.",1,1,0,0,0,0,0,0
"House Democratic leader Nancy Pelosi (CA), Minority Leader of the US House of Representatives, declared that out of fear of some undefined retribution from Putin, a dossier on Trump perhaps, the President of the United States sold out the American people to Russia because he wants to make peace: “It begs the question, what does Vladimir Putin, what do the Russians have on Donald Trump—personally, politically and financially that he should behave in such a manner?",0,0,0,0,0,0,1,0
Trump is a traitor because he wants peace with Russia.,0,0,0,0,0,0,0,0
Here is Democratic Senator Chuck Schumer (NY) repeating Pelosi’s false accusation: “Millions of Americans will continue to wonder if the only possible explanation for this dangerous behavior is the possibility that President Putin holds damaging information over President Trump.,0,0,0,0,0,0,1,0
"” If you don’t believe that this is orchestrated between Pelosi and Schumer, you are stupid beyond belief.",1,0,0,1,0,0,0,0
"Here is disgraced Obama CIA director John Brennan, a leader of the fake Russiagate campaign against President Trump in order to prevent Trump from making peace with Russia and, thus, by making the world safer, threatening the massive, unjustified budget of the military/security complex: “Donald Trump’s press conference performance in Helsinki rises to and exceeds the threshold of high crimes and misdemeanors.",1,0,0,0,0,0,0,0
"Not only were Trump’s comments imbecilic, he is wholly in the pocket of Putin.",0,0,0,0,0,0,0,0
"The Russians, the Chinese, the Iranians, and the North Koreans, as well as the rest of the world, desperately need to notice the extremely hostile reaction to peace on the part of the US Democratic Party, many members of the Republican Party, including the despicable US Republican Senators John McCain and Lindsey Graham, and the Western Presstitute Media, a collection of people on the CIA payroll according to the German newspaper editor, Udo Ulfkotte, and the CIA itself.",1,0,0,0,0,0,0,0
", repeated endlessly in the propaganda ministry that is the Western press, encourages.",1,0,0,0,0,0,0,0
"Trump can be assassinated or overthrown in a political coup for selling out America to Russia, as members of both political parties claim and as the media trumpets endlessly.",0,0,0,0,0,0,1,0
These Russian traitors serve in Putin’s own government!,1,0,0,0,0,0,0,0
Americans are so unaware that they have no idea of the risk that President Trump is taking by challenging the US military security complex.,0,0,0,0,0,0,1,0
"When the combination of tax cuts with defense budget cuts came up for a vote, the legendary senator Strom Thurmond, a 48-year member of the US Senate from South Carolina, tapped me on the shoulder.",1,0,0,0,0,0,0,0
"He replied: “son, the military/security complex doesn’t care.",0,0,0,0,0,0,0,0
My emergence from The Matrix began with Thurmond’s pat on my shoulder.,0,0,0,0,0,0,0,0
In the Treasury I experienced how those outside interests opposed to a president’s policy marshall their forces and the media that they own to block it.,0,0,0,0,0,0,0,0
"Today, right now, at this moment, we are faced with a massive effort of the military/security complex, the neoconservatives, the Democratic Party, and the presstitute media to discredit the elected President of the United States and to overthrow him in order that the utterly corrupt elite that rule American can continue to hold on to power and to protect the massive budget of the military/security complex that, along with the Israel Lobby, funds the elections of those who rule us.",1,0,0,0,0,0,1,0
"The rightwing, wrapped in the flag, dismisses all truth as “anti-American.",0,0,0,0,0,0,1,0
"Trump, like Reagan, was an exception, and it is the exceptions that accumulate the ire of the corrupt leftwing, bought off with money, and the ire of the media, concentrated into small tight ownership groups indebted to those who permitted the illegal concentration of a once independent and diverse American media that once served, on occasion, as a watchdog over government.",1,0,0,0,0,0,0,0
"If Putin, Lavrov, the Russian government, the traitorous Russian Fifth Column—the Atlanticist Integrationists—the Chinese, the Iranians, the North Koreans think that any peace or consideration can come out of America, they are insane.",1,0,0,0,0,0,0,0
"And Trump cannot indict Hillary for her numerous unquestionable crimes in plain view of everyone, or Comey or Brennan, who declares Trump “to be wholly in the pocket of Putin,” for trying to overthrow the elected president of the United States.",0,1,0,0,0,0,0,0
"As I said above, Russiagate is an orchestratration to prevent peace between the US and Russia.",1,0,0,0,0,0,0,0
"Leading military/security complex experts, including the person who provided the CIA’s daily briefing of the President of the United States for many years, and the person who devised the spy program for the National Security Agency, have proven conclusively that Russiagate is a hoax designed for the purpose of preventing President Trump from normalizing relations between the US and Russia, which has the power to destroy the entirety of the Western World at will.",1,1,0,0,0,0,0,0
Here is what the clued-in Russian Defense Minister Shoigu has to say about the aggressive actions of the West against the Russian homeland.,0,0,0,0,0,0,1,0
"If Putin doesn’t listen to him, Russia is in the trash can of history.",0,0,0,0,0,0,0,0
Keep in mind that no media informs you better than my website.,0,1,0,0,0,0,0,0
"No valid information comes from the US government or the Western presstitutes. If you sit in front of the TV screen watching the Western media, you are brainwashed beyond all hope. Not even I can rescue you. Nor God himself.",0,1,0,0,0,0,0,0
"I doubt that few of the Americans who elected Trump will be taken in by the anti-Trump propagana, but they are not organized and have no armed power.",0,0,0,0,0,0,1,0
"In the West, which the Russians are so anxious to join, all freedoms are dead—freedom of assembly, freedom of speech, freedom of association, freedom of inquiry, freedom of privacy, freedom from arbitrary search, freedom from arbitrary arrest, along with the Constitutional protections of due process and habeas corpus.",0,1,0,0,0,0,0,1
Today there are no countries less free than the United States of America.,0,1,0,0,0,0,0,0
Are they that brainwashed by Western Propaganda?,0,0,0,0,0,0,0,1
"If Putin listens to these deluded fools, Putin will destroy Russia.",1,0,0,0,0,0,0,0
"Yes, Russia is a superpower.",0,0,0,0,0,0,0,1
"There is no outcry against this blatantly false accusation, totally devoid of evidence.",0,0,0,0,0,0,0,0
"Nancy Pelosi, Chuck Schumer, John McCain, Lindsey Graham, and the rest of the corrupt filth that rules over us are all in the pay of the military/security complex.",0,0,0,0,0,0,0,0
"The entire Russiagate hoax is an orchestration by the military/security complex, led by John Brennen, Comey, and Rosenstein.",1,0,0,0,0,0,0,0
"“The fact that both parties only care if it scores political points is hypocritical,” she added.",0,0,0,0,0,0,0,0
Members of the group and advocates say they fear they could face discrimination or violence if forced to return to the world’s largest Muslim-majority country.,0,0,1,0,0,0,0,0
"“This is what intent was, that he would be given the opportunity to leave under his own steam and not under shackles,” she said.",0,0,0,0,0,0,0,0
"But during his 2004 campaign for the Senate, Obama and his corrupt party in Chicago somehow managed to unseal the divorce records of his opponent Jack Ryan, who was leading by a large margin.",1,0,0,0,0,0,0,0
"She has declined to show the video, saying it is traumatizing.",0,0,0,0,0,0,0,0
But the Democrat machine got them unsealed anyway.,1,0,0,0,0,0,0,0
Different rules for the lawless party.,0,0,0,0,0,0,0,0
"On Sunday, Monahan tweeted to Ellison: “This is not going away and you are making it worse for you, your family and district by lying, smearing, getting others to do your dirty work, victim shaming, etc.",0,0,0,0,0,0,0,0
"Taos County Sheriff Jerry Hogrefe previously said adults at the compound were ""considered extremist of the Muslim belief.",1,0,0,0,0,0,0,0
CBS News has learned Wednesday that Wahhaj is the son of a Brooklyn imam who was a possible co-conspirator in the bombing of the World Trade Center in 1993 -- but was never charged.,0,0,0,0,0,0,0,0
"When the left made Linda Sarsour into its role model, it climbed into bed with the worst of the worst.",1,1,0,0,0,0,0,0
"The father of a missing 4-year-old Georgia boy was training children at a filthy New Mexico compound to commit school shootings, prosecutors alleged in court documents Wednesday.",1,0,0,0,0,0,0,0
"However, in the same breath that she ended the challenges, she also declared she would be filing a federal lawsuit over what she called ""gross mismanagement"" of elections.",0,0,0,0,0,0,0,0
"Talk about a poor sport, but Democrats are often like that in these races.",0,0,0,0,0,0,0,0
"You mean like having a sister waiting in the wings of any campaign lawsuits, Ms. Abrams? What about invalid provisional ballots getting mixed in with valid ones? Maybe a little electronic voter manipulation, Ms. Abrams? How about non-citizens and illegal aliens voting, Ms. Abrams?",0,0,0,0,1,0,0,0
Defeated Georgia gubernatorial candidate Stacey Abrams finally ended her challenges on Friday and ended her challenges against Republican opponent Brian Kemp.,1,0,0,0,0,0,0,0
"If you ask me, all she's looking for here will only hurt herself and her own party.",0,0,1,0,0,0,0,0
"“To watch an elected official who claims to represent the people in this state baldly pin his hopes for election on the suppression of the people’s democratic right to vote has been truly appalling,” Abrams said.",0,0,0,0,0,0,0,0
Stacey Abrams is a sore loser just like Hillary Clinton and this little temper tantrum she put on display will probably sink any chances she may have had in the future to run again.,0,0,0,0,0,0,0,0
"Good! Thank God, Georgia didn't elect this peach.",0,0,1,0,0,0,0,0
"Thank God, Georgia didn't elect this peach.",1,0,0,0,0,0,0,0
custody during the last decade was one of the darkest chapters in American history.,0,0,0,0,0,0,0,0
We are still dealing with the consequences of that desperately misguided decision.,0,0,0,0,0,0,0,0
Americans who value the Constitution should take this rare moment to agree with McCain.,0,0,1,0,0,0,1,0
"In the aftermath of the September 11th attacks, our government squandered precious moral authority in a futile effort to produce intelligence by means of torture.",0,0,0,0,0,0,0,0
Yikes!,0,0,0,0,0,0,0,0
"Any nominee for Director of the CIA must pledge without reservation to uphold this prohibition, which has helped us to regain our position of leadership in the struggle for universal human rights—the struggle upon which this country was founded, and which remains its highest aspiration. Americans who value the Constitution should take this rare moment to agree with McCain.",0,0,0,0,0,0,1,0
A 2013 Washington Post report on the new CIA head called her role in the torture programs of that era “extensive” and noted that at one point she ran a CIA “black site” in Thailand where torture occurred.,0,0,0,0,0,0,0,0
"“The next transmission could be more pronounced or stronger,"" WHO Director-General Tedros Adhanom Ghebreyesus told reporters in Geneva, insisting that ""the issue is serious.",0,0,0,0,0,0,0,0
"This along with poor sanitation and vector control on Madagascar meant that ""when (the plague) comes again it starts from more stock, and the magnitude in the next transmission could be higher than the one that we saw,"" Tedros said.",0,0,1,0,0,0,0,0
"Geneva - The World Health Organisation chief on Wednesday said a deadly plague epidemic appeared to have been brought under control in Madagascar, but warned the next outbreak would likely be stronger.",0,0,1,0,0,0,0,0
"But Tedros voiced alarm that ""plague in Madagascar behaved in a very, very different way this year.",0,0,0,0,0,0,0,1
"He also pointed to the presence of the pneumonic version, which spreads more easily and is more virulent, in the latest outbreak.",0,0,1,0,0,0,0,0
"He praised the rapid response from WHO and Madagascar authorities that helped bring the outbreak under control, but warned that the danger was not over.",0,0,1,0,0,0,0,0
"“That means that Madagascar could be affected more, and not only that, it could even spill over into neighbouring countries and beyond,"" he warned.",0,0,1,0,0,0,0,0
"In fact, Saris' actions appear to more akin to that of the Mexican kritarch Monica Herranz who aided an illegal alien to escape arrest by ICE when she let that illegal alien leave her courtroom through the exit to her judicial chambers.",0,0,0,0,0,0,0,1
Saris thinks she can usurp the Constitution of the United States based on her whims regarding immigration policy. Kritarch Patti Saris,0,1,0,0,0,0,0,0
"They filed a case in the Federal courts and were assigned to a Kritarch, Patti Saris, who apparently thinks she runs immigration policy, even after aliens have had their day in court.",0,0,0,0,0,0,0,1
Rombot was taken into custody because he had an outstanding Final Order Of Removal; that's a big difference and symptomatic of the lies from reporters like Raymond. Saris previously ordered a stay to the deportations.,0,0,0,0,1,0,0,0
"Time for Congress to impeach Saris and to remove authority from lesser courts to review immigration law enforcement, detention, and deportation decisions.",0,0,0,1,0,0,0,0
"Then suddenly, those illegal aliens claimed they were being denied an opportunity to file for asylum or were not receiving due process.",0,0,0,0,0,0,0,1
"In her latest excursion into immigration enforcement policy, she decided that illegal aliens can't be held in custody for their return to their home country.",0,0,0,0,0,0,0,1
Rombot was not taken into custody based on any ICE policy of deporting all illegal aliens.,0,0,0,0,0,0,0,1
"Now, with regard to Saris, she has no authority to interfere with the pre-deportation custody of an illegal alien with a Final Order Of Removal.",0,0,0,0,0,0,0,1
Cyr decision that restricted custody of illegal aliens with Final Orders Of Removal who for whatever reason were unlikely to be successfully deported.,0,0,0,0,0,0,0,1
Saris is clearly scheming to help Rombot escape deportation by disappearing into the almost 1 million illegal aliens absconding from Final Orders of Removal,0,0,0,0,0,0,0,1
"Dallas Police Attempt to ‘Smear’ Botham Jean Over Tiny Bit of Weed and they Failed, Miserably",0,1,0,0,0,0,0,1
"Police also said they found two fired cartridge casings, a police backpack and vest, and a metal marijuana grinder—the horror.",0,0,0,0,0,0,0,0
"“They [police] immediately began looking to smear him,” attorney Lee Merritt said.",0,0,0,0,0,0,0,1
"Pointing out the glaring nature of the smear campaign was the fact that there has been absolutely zero information released about the warrants conducted on officer Amber Guyger, the killer cop who lived just below Jean.",1,0,0,0,0,0,0,1
It is standard procedure for police to dig up dirt on their victims in attempts to smear and assassinate their character to make the killer cops look good in the public eye.,1,0,0,0,0,0,0,1
"Even sadder, however, is the fact that these smear campaigns work most of the time.",0,0,0,0,0,0,0,1
"Even as cops come to Guyger’s defense and attempt to shame, smear, and discredit her victim—who was an upstanding member of society regardless of the plant they claim to have found—they are failing miserably.",1,0,0,0,0,0,0,1
"In a damning tweet, writer Kashana Cauley summed up the nature of the smear campaign quite succinctly.",0,0,0,0,0,0,0,1
The department is now accused of trying to “smear” Jean by claiming they found a tiny bit of marijuana in his house—as if this justifies going into someone’s home and murdering them.,0,1,0,0,0,0,0,1
Attempting to imply that Jean was somehow at fault for his own death for disobeying the commands of a homicidal cop who’d just illegally broken into his home is as irresponsible as it is reprehensible.,0,0,0,0,0,0,0,1
"Even if police did find marijuana, why on earth would they execute a search warrant on an innocent dead man’s home and then release that information to the public?",0,0,0,0,0,0,0,0
"Even more ominous than having to verify the address is the fact that according to witnesses, Guyger’s story of inserting the key into Jean’s door and it opening up was simply not true.",0,0,0,0,0,0,0,0
"Despite cops rallying behind the blue line to defend this killer cop, the rest of the country is not buying it.",1,0,0,0,0,0,0,0
"Even if police did find marijuana, why on earth would they execute a search warrant on an innocent dead man’s home and then release that information to the public? take our poll - story continues below",0,0,1,0,0,0,0,0
"“I think it’s unfortunate that law enforcement begin to immediately criminalize the victim—in this case, someone who was clearly was the victim that has absolutely no bearing on the fact that he was shot in his home,” Merritt added to Fox 4.",0,0,0,0,0,0,0,0
"In response to cops claiming to find a tiny bit of weed, she pointed out that there was also a homicidal cop inside too.",0,0,0,0,0,0,0,1
His apartment also contained an off duty homicidal cop.,0,0,0,0,0,0,0,1
New Virus With NO CURE Spreading: This Is WORSE Than The ‘Black Death’,1,0,1,0,0,0,0,0
"This news comes amid a surge in cases of plague in Madagascar, which is considered to be the “worst outbreak in 50 years” and now at “crisis” point.",0,1,0,0,0,0,0,0
The WHO website reads: “Marburg virus disease is a rare disease with a high mortality rate for which there is no specific treatment.,0,0,0,0,0,0,0,0
Health workers have been asked to work with communities to stop the deadly Marburg outbreak from devastating communities in the rural region.,0,0,0,0,0,0,0,0
"Zabulon Yoti, a Technical Coordinator for Emergencies at the World Health Organization (WHO) Regional Office for Africa, said: “Community engagement is the cornerstone of emergency response.” He urged health officials to “work with the communities to build their capacity for success and sustainability” and develop a better understanding of the local customs and traditions.",0,0,0,0,0,0,0,0
Several hundred people have been exposed to the virus as officials worry this outbreak could spread rapidly into regions already devastated by the ongoing black death outbreak.,0,0,1,0,0,0,0,0
The infectious disease also has a fatality rate of almost 90% making it much more deadly than the black death plaguing Madagascar.,1,0,0,0,0,0,0,0
"With the ease of spreading the plague, the likelihood that this disease will move to other more densely populated regions of the planet has become a huge concern for many.",0,0,1,0,0,1,0,0
"The incubation period is extremely short too, and an infected person may die within 12 to 24 hours of contracting the bacteria making cures in underdeveloped regions of the globe difficult at best.",0,0,1,0,0,0,0,0
An outbreak of the plague in Madagascar is spreading at an unprecedented rate.,0,0,0,0,0,0,0,0
Historically dubbed the “black death” the bubonic plague has been responsible for several worldwide pandemics in the past.,1,0,0,0,0,0,0,0
A devastating epidemic could start in any country at any time and kill millions of people because we are still not prepared.,0,0,0,0,0,0,0,0
"Tedros Adhanom, director-general for WHO, has said that the next outbreak that will hit us will be a “terrible” one, causing a large death all over the world.",0,0,1,0,0,0,0,0
"A devastating epidemic could start in any country at any time and kill millions of people because we are still not prepared. The world remains vulnerable. We do not know where and when the next global pandemic will occur, but we know it will take a terrible toll both on human life and on the economy,” said Dr.",0,0,0,0,0,0,0,0
"“The real agenda is a global push for blind, fear-based acceptance of unsafe, unproven vaccines that will be rolled out alongside the next global pandemic,” Adams warns.",0,0,1,0,0,0,0,0
"According to a World Health Organization doctor, a global pandemic is imminent, and no one will be prepared for it when it hits.",0,0,1,0,0,0,0,0
Humanity’s WIPEOUT Foreshadowed?,0,0,1,0,0,0,0,0
World Health Chief: Global Pandemic Imminent,0,0,1,0,0,0,0,0
"“We know that it is coming, but we have no way of stopping it,” said Brand.",0,0,1,0,0,0,0,0
"Tedros, the flu is extremely dangerous to everyone living on the planet.",0,0,1,0,0,0,0,0
"We do not know where and when the next global pandemic will occur, but we know it will take a terrible toll both on human life and on the economy,” said Dr.",0,0,1,0,0,0,0,0
“Hidden underneath this fear-mongering message of a global pandemic is a far more sinister W.,0,0,0,0,0,0,0,0
Imam Whose Son Was Training School Shooters Blasts Reporters On New Mexico Compound: “They Hate Islam”,1,0,0,0,0,0,0,1
"It’s noteworthy that AP would carry this story at all; certainly, neither AP nor the rest of the establishment media is ever so solicitous of those whom they smear as “anti-Muslim” to allow us to tell our side of the story.",1,0,0,0,0,0,0,0
A representative of a New York mosque says the raid of a ramshackle compound in New Mexico is being used as propaganda against Muslims.,1,0,0,0,0,0,0,0
"(AP) — The Latest on 11 children found living in a filthy, makeshift compound in New Mexico (all times local): 4 p.",1,0,0,0,0,0,0,0
But the imam Siraj Wahhaj is here engaging in some “war is deceit” action.,0,0,0,0,0,0,0,0
His son was on the radar of counterterror officials for 13 years on suspicion of jihad activity.,0,0,0,0,0,0,0,0
He was training school shooters.,1,0,0,0,0,0,0,0
"But of course, it’s all because of journalists who supposedly hate Islam and Muslims.",0,0,0,0,0,0,0,0
Ever the victim.,0,0,0,0,0,0,0,0
"“The Latest: Compound incident called anti-Muslim propaganda,” Associated Press, August 10, 2018 (thanks to the Geller Report):",1,0,0,0,0,0,0,0
"Ali Abdul-Karim Judan, a spokesman for the mosque, said in a video posted Thursday on Facebook that the incident was a domestic situation that has nothing to do with extremism.",0,1,0,0,0,0,0,0
Judan also cast doubt on a contention by prosecutors that children found at the site were being trained to use assault rifles in preparation for school shootings. He said authorities should not have made that claim without stronger evidence.,0,0,1,0,0,0,0,0
"The mosque has attracted radicals over the years, including a man who later helped bomb the World Trade Center in 1993….",0,0,0,0,0,0,0,0
"Amy Wilburn, a former Dallas cop shot an unarmed teen in the stomach as he sat down with his hands in the air in 2013.",0,0,1,0,0,0,0,0
"So why hasn’t the chief fired Gugyer, who has actually been charged, arrested, and admitted to killing an innocent man?",1,0,0,0,0,0,0,1
"Dallas, TX — As citizens call for justice in the case of Dallas police officer Amber Guyger — the cop who killed the innocent Botham Jean in his own home — the controversy continues to grow.",1,0,0,0,0,0,0,0
On top of questions as to why it took several days to arrest the cop — despite the fact that Guyger admitted to it — were questions like why this person who has proven to be a threat to society has yet to be fired from the police force.,0,0,1,0,0,0,0,0
"It seemed like Chief Hall might not have been well informed on the law,” said Moore.",0,0,1,0,0,0,0,0
"Apparently, this “integrity” is not worth preserving and the Dallas police are going out of their way to keep a killer cop on their payroll.",1,0,0,0,0,0,0,0
Wilburn became the first cop in 41 years — since officer Darrell Cain murdered a 12-year-old boy in the back of his squad car — to be indicted for shooting a suspect.,0,0,1,0,0,0,0,0
"Also in 2013, officer Cardan Spencer shot a mentally ill man in his driveway.",0,0,1,0,0,0,0,0
Exactly what “investigative process” needs to happen before they can fire her remains unclear as this public servant admitted to killing an innocent man in his own home.,0,0,0,0,0,0,0,1
"But then again, as we’ve reported already this week, Amber Guyger is subject to a different set of rules than common citizens, which apparently includes keeping a paycheck after admitting to killing an unarmed, innocent, pillar of society, Botham Jean.",0,1,0,0,0,0,0,1
"In a town hall meeting this week, citizens showed that they still have a lot of questions for the Dallas Police Department in regards to the cold-blooded killing of Botham Jean.",0,0,0,0,0,0,0,0
But all of us together certainly posed a threat to the mainstream so this nonsense about tricking people was brought into play.,0,0,0,0,0,0,0,0
The bottom line is that sites like ours and the others who were wiped from the internet yesterday represent a voice against the plutocratic information-controlling establishment.,1,0,0,0,0,0,0,0
"October 11, 2018, will be remembered in history as the day the tech giants attempted to wipe out independent, liberty-minded, antiwar media from the airwaves.",1,1,0,0,0,0,0,0
"On Thursday, in a coordinated effort, hundreds of pages devoted to peace and liberty were memory-holed by social media giants.",1,0,0,0,0,0,0,0
"What makes this recent purge from Facebook and Twitter so egregious is that the pages like the Free Thought Project, the Anti-Media, Press for Truth, and dozens of others, did not fit the hate speech narrative these same companies used to wipe out Alex Jones.",0,0,0,0,0,0,0,0
"Instead, these pages were dedicated to spreading peace, bridging the divide, bringing humanity together and holding government accountable.",1,0,0,0,0,0,0,0
"Serving as a kick in the teeth to the thousands of people who lost their livelihoods yesterday because of this purge is the fact that pages who do set out to deliberately deceive people, put out actual fake news, and slander others — like the infamous Your News Wire — remain intact and able to post.",0,1,0,0,0,0,0,0
Those who have constantly demanded that tech giants silence their critics and information that ‘offends’ them are finally seeing the inevitable results of such irresponsible acts.,0,0,0,0,0,0,0,0
"We will not be silenced. While it may seem bleak for now, we will rise from the ashes of the social media dinosaurs to help build and create new platforms that are out of their control where ideas of peace and freedom can be discussed openly without fear of devoting years to a platform that can disappear you in the blink of an eye.",0,0,0,0,0,0,0,1
"However, in their statement, Facebook then suggested the real reason behind the purge — elections are coming — and pesky folks like the independent media have a way of reporting information on candidates that the mainstream tends to ignore — like war, corruption, and most recently, Brett Kavanaugh’s disdain for the Constitution.",1,0,0,0,0,0,0,0
"While it may seem bleak for now, we will rise from the ashes of the social media dinosaurs to help build and create new platforms that are out of their control where ideas of peace and freedom can be discussed openly without fear of devoting years to a platform that can disappear you in the blink of an eye.",1,0,0,0,0,0,0,0
"Dallas, TX — Highlighting the sheer insane state of law enforcement in America today is a tragic story out of Dallas this week.",0,0,0,0,0,0,0,0
"However, instead of immediately arresting the officer for trespassing and murder, she was simply placed on administrative leave—a glaring function of blue privilege indeed.",1,0,0,0,0,0,0,0
"If an average citizen walked into the wrong home and shot and killed an innocent homeowner, rest assured that they would be in jail—right now.",0,0,0,0,0,0,0,1
"While the Free Thought Project consistently reports on police officers entering the wrong home during raids and killing, maiming, or traumatizing entirely innocent people, this is the first time we’ve reported a story of an off-duty cop going into the wrong home, on their way home, and killing someone.",1,0,0,0,0,0,0,1
"And, in a slap to the face of Jean’s parents, the person who admitted to killing their innocent son has yet to be arrested.",0,0,0,0,0,0,0,1
"Texas: Cop Walks Into Home She Thought Was Hers, Kills Innocent Homeowner—Not Arrested",1,0,0,0,0,0,0,0
"“Super scary because the police are supposed to protect you and then they come home and, you know, you’re just hanging out in your own house and then they come home thinking they’re home or whatever.",0,0,0,0,0,0,0,0
The media gave scant coverage to Obama’s close relationship with radical Reverend Jeremiah “God damn America) Wright who blamed the US for 9/11.,0,0,0,0,0,0,0,1
"And so he conspired with the terror group, the Nation of Islam, to keep it hidden for 10 years.",0,0,0,0,0,0,0,0
On on the Jewish people: “You are wicked deceivers of the American people.,0,0,0,0,0,0,0,0
You have sucked their blood.,0,0,0,0,0,0,0,0
On on the Jewish people: “You are wicked deceivers of the American people. You have sucked their blood.”,0,0,0,0,0,0,0,0
Hitler was a very great man.,0,0,0,0,0,0,0,1
“You see everybody always talk about Hitler exterminating six million Jews.,0,0,0,0,0,0,0,0
"On Hezbollah: “They call them terrorists, I call them freedom fighters.",0,0,1,0,0,0,0,0
"The left-wing enemedia worked as furiously to cover up, censor and sanction Barack Hussein Obama’s jihad and violent left-wing connections as they do to manufacture and make up lies to destroy President Trump.",0,1,0,0,0,0,0,0
"I detailed Obama’s nefarious connections and resulting worldview in my book, The Post-American Presidency: The Obama Administration’s War on America , which was ignored by the mainstream media.",0,0,0,0,0,0,0,0
"The Muslim photographer Askia Muhammad, who took this photo of candidate Barack Obama and vicious jihad-supporting racist Louis Farrakhan, knew this would impact the election: he said so. And so he conspired with the terror group, the Nation of Islam, to keep it hidden for 10 years.",0,0,1,0,0,0,0,0
"Well, that’s a good name. Hitler was a very great man.",0,1,0,0,0,0,0,0
“My god will wipe this country (America) from the face of the earth.,0,0,1,0,0,0,1,0
"I’m not crazy, I’m not drunk, how long do you think a nation can do evil and not face the wrath of god?",0,0,0,0,0,0,0,0
But don’t nobody ever ask what did they do to Hitler.,0,0,0,0,1,0,0,0
"“The Mother Wheel is a heavily armed spaceship the size of a city, which will rain destruction upon white America but save those who embrace the Nation of Islam.",0,0,1,0,0,0,0,0
Pamela Geller's commitment to freedom from jihad and Shariah shines forth in her books,0,0,0,0,0,0,0,0
On on the Jewish people: “You are wicked deceivers of the American people. You have sucked their blood.,0,0,0,0,0,0,1,0
"“The Jews don’t like Farrakhan, so they call me Hitler.",0,0,0,0,0,0,0,0
"“America is in trouble, and I say God is about to wipe this nation from the face of the Earth. I’m not crazy, I’m not drunk, how long do you think a nation can do evil and not face the wrath of god?",0,0,1,0,0,0,1,0
Saris like many other Federal judges does not like our current immigration system and wants another system more to her liking.,0,0,0,0,0,1,0,0
"The Indonesian Christian, facing mounting pressure to report to Immigration and Customs Enforcement, took refuge Friday night inside the Reformed Church of Highland Park.",1,0,0,0,0,0,0,0
"Kritarch Patti Saris, who thinks it is the job of District Court judges to micromanage the deportation system of the United States, got her wish.",0,0,0,0,0,0,0,0
"One of the Indonesian illegal aliens benefiting from her little amnesty took the hint and used the opportunity that Saris created to flee from arrest and deportation, absconding to a sanctuary church to hide from arrest.",0,0,0,0,0,0,0,0
"District Judge Patti Saris in Boston expressed concern the Indonesians could be deported before their administrative appeals were finished, given their claims they could face religious persecution in the world’s largest majority-Muslim nation.",0,0,1,0,0,0,0,0
They don't get another new and illegal set of hearings and appeals just because some minor kritarch wants something.,1,0,0,0,0,0,0,0
"So she seem to have acted to encourage the illegal aliens in the case she is managing to see the writing on the wall, and use her order prohibiting their arrest and deportation to flee the authorities.",0,0,0,0,0,0,0,1
"Even the illegal aliens know that minor kritarchs have no authority over deportations, especially those that have been fully adjudicated and any claim of asylum found to be without any basis so they are taking up other options to fight deportation, like fleeing and hiding.",0,0,0,0,0,0,0,1
“That’s my concern.,0,0,0,0,0,0,0,0
She is moving forward with more orders to halt deportation of illegal aliens.,0,0,0,0,0,0,0,1
And the Treason Bar attorney demanded that Kritarch Saris create a whole new second immigration appeals system of unlimited delay for these illegal aliens.,0,0,0,0,0,0,0,1
"He is ordering the release of hundreds of Iraqi illegal aliens and criminal aliens, all because he wants them to have another bite at the apple--they, like the Indonesians, lost claims to political asylum years ago.",0,0,0,0,0,0,0,1
Madagascar Outbreak: It Is ‘Inevitable’ The Plague Becomes Resistant To Drugs,0,0,0,0,0,0,0,0
"According to the Daily Mail, Madagascar’s healthcare system will be unable to cope if the deadly plague outbreak continues to escalate, a scientist has warned.",0,0,0,0,0,0,0,0
"Official figures reveal at least 2,034 people have been infected with the “medieval disease” so far in what has been described as the “worst outbreak in 50 years.",0,1,0,0,0,0,0,0
” The black death outbreak has so far claimed at least 165 lives.,1,0,0,0,0,0,0,0
"Although the plague is responding well to antibiotics right now, drug resistance is also an increasing concern amongst experts who predict it will vastly accelerate the disease’s death toll.",0,0,0,0,0,0,0,1
"If you throw more and more antibiotics at patients, antibiotic resistance is more or less inevitable.",0,0,0,0,0,0,0,1
"If that kicks in, the plague will be far, far scarier.",0,0,1,0,0,0,0,0
"Should the disease actually spread to the African mainland, it will be all but impossible to control and the health care system would certainly be unable to handle the outbreak at that point, making a global pandemic much more likely.",0,0,1,0,0,0,0,0
They stole Arizona.,0,0,0,0,0,0,1,0
"The suit blasted the state’s “provisional ballot scheme,” that could disenfranchise a registered voter at the ballot box.",0,0,0,0,0,0,0,0
"The suit blasted the state’s “provisional ballot scheme,” that could disenfranchise a registered voter at the ballot box. The suit pointed out cases where voters were turned around after computer glitches and cases where voters were not offered provisional ballots. One man voted for decades and was “disturbed” to learn his registration history was erased.",0,0,1,0,0,0,0,0
